predicted_category,confidence,total_ingredients,abrasive_scrub,absorbent_mattifier,anti-acne,antimicrobial_antibacterial,antioxidant,astringent,buffering,cell-communicating_ingredient,chelating,colorant,deodorant,emollient,emulsifying,emulsion_stabilising,exfoliant,moisturizer_humectant,perfuming,preservative,skin_brightening,skin-identical_ingredient,solvent,soothing,sunscreen,surfactant_cleansing,viscosity_controlling,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary,superstar_count,goodie_count,icky_count,superstar_percentage,goodie_percentage,icky_percentage,avg_irritancy,max_irritancy,avg_comedogenicity,max_comedogenicity,safety_concern_ingredients,function_diversity,total_functions,avg_functions_per_ingredient
Conditioner,0.95,32,0,0,0,0,4,0,2,0,0,2,0,5,3,0,0,0,6,5,0,1,4,1,1,0,3,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,5,6,0.0,0.15625,0.1875,0.8,3,1.6,3,2,12,37,1.15625
Face Serum,1.0,41,0,0,0,0,7,0,1,0,1,0,0,6,4,0,0,0,2,1,1,2,4,4,7,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,9,1,0.024390243902439025,0.21951219512195122,0.024390243902439025,0.4,3,0.8,3,2,13,46,1.1219512195121952
Shampoo,0.95,25,0,0,0,0,2,0,1,0,0,0,0,8,3,0,1,0,7,3,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,5,0.04,0.12,0.2,1.5,3,2.75,4,3,9,29,1.16
Face Moisturizer,1.0,22,0,0,0,0,3,0,0,0,0,6,0,8,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,0.0,0.2727272727272727,0.045454545454545456,0.16666666666666666,2,1.0833333333333333,4,2,6,25,1.1363636363636365
Sunscreen,0.95,31,0,0,1,0,3,0,1,1,1,0,0,10,4,0,0,0,4,2,2,3,4,0,0,0,6,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,5,1,0.06451612903225806,0.16129032258064516,0.03225806451612903,0.4,3,1.0,3,2,13,42,1.3548387096774193
Brightening Treatment,0.95,43,0,0,0,0,7,0,0,0,1,6,0,11,5,0,0,0,1,1,3,1,4,4,1,0,7,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,7,1,0.023255813953488372,0.16279069767441862,0.023255813953488372,0.0,0,0.9,4,2,13,52,1.2093023255813953
Sunscreen,0.95,38,0,0,0,0,4,0,1,0,1,0,0,9,7,0,0,0,1,1,0,1,5,2,5,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,6,1,0.02631578947368421,0.15789473684210525,0.02631578947368421,1.125,3,1.25,3,3,12,42,1.105263157894737
Face Mask,0.95,22,0,0,0,0,3,0,2,0,0,1,0,3,1,0,1,0,4,5,0,1,3,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,2,3,3,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.5714285714285714,3,1.5714285714285714,3,3,12,27,1.2272727272727273
Face Moisturizer,0.85,21,0,0,0,0,1,0,2,0,0,2,0,4,3,0,0,0,7,4,0,0,3,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,6,0.0,0.047619047619047616,0.2857142857142857,0.3333333333333333,1,2.0,4,1,9,28,1.3333333333333333
Face Moisturizer,0.6,20,0,0,0,0,1,0,1,0,0,0,0,2,4,0,0,0,2,1,0,1,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,2,0.05,0.0,0.1,0.0,0,1.1428571428571428,3,2,9,18,0.9
Conditioner,0.95,33,0,0,0,0,1,0,3,0,2,0,0,6,5,0,0,0,9,3,0,1,3,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,8,0.030303030303030304,0.0,0.24242424242424243,0.5714285714285714,3,1.2857142857142858,5,2,10,38,1.1515151515151516
Sunscreen,0.95,36,0,0,0,0,6,0,1,0,1,5,0,6,3,0,0,0,1,0,3,1,6,4,4,0,5,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,6,1,0.027777777777777776,0.16666666666666666,0.027777777777777776,0.4,2,0.5,2,0,13,46,1.2777777777777777
Acne Treatment,0.95,27,0,0,1,0,6,0,2,0,1,0,0,5,2,0,2,0,2,2,3,1,3,6,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,6,1,0.1111111111111111,0.2222222222222222,0.037037037037037035,0.4,2,1.6,4,1,14,39,1.4444444444444444
Hair Treatment,0.95,18,0,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,6,4,0,0,4,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,2,4,0.0,0.1111111111111111,0.2222222222222222,1.0,2,2.6666666666666665,4,1,8,28,1.5555555555555556
Face Serum,0.7100000000000001,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,9,0.0,0.07692307692307693,0.6923076923076923,3.0,3,3.0,3,2,5,16,1.2307692307692308
Face Moisturizer,1.0,19,0,0,0,0,1,0,0,0,1,1,0,4,2,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,3,0,0.05263157894736842,0.15789473684210525,0.0,0.0,0,0.4,1,0,10,19,1.0
Face Moisturizer,1.0,27,0,0,0,0,9,0,0,0,0,0,0,12,1,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,8,4,0.0,0.2962962962962963,0.14814814814814814,1.0,3,1.0,3,2,6,31,1.1481481481481481
Face Serum,1.0,28,0,0,0,0,5,0,2,0,3,0,0,6,2,0,0,0,1,1,2,3,4,2,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,8,0,0.03571428571428571,0.2857142857142857,0.0,0.0,0,0.8333333333333334,3,1,12,34,1.2142857142857142
Shampoo,0.95,31,0,0,1,0,1,0,1,0,0,0,0,3,4,0,1,0,9,5,0,1,2,1,1,0,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2,1,7,0.06451612903225806,0.03225806451612903,0.22580645161290322,0.25,1,1.5,4,1,13,34,1.096774193548387
Face Moisturizer,1.0,89,0,0,0,0,7,0,3,0,2,6,0,19,12,0,1,0,4,3,1,4,7,2,2,0,13,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3,11,3,0.033707865168539325,0.12359550561797752,0.033707865168539325,0.5789473684210527,3,0.8421052631578947,3,3,15,86,0.9662921348314607
Shampoo,0.95,41,0,0,1,0,3,0,2,0,1,0,0,5,5,0,1,0,6,7,0,1,4,2,0,0,9,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,4,7,0.024390243902439025,0.0975609756097561,0.17073170731707318,0.6,3,0.8,3,2,13,47,1.146341463414634
Face Moisturizer,0.8,16,0,0,0,0,1,0,0,0,1,0,0,7,1,0,0,0,1,1,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,2,0.0625,0.0625,0.125,0.3333333333333333,1,1.6666666666666667,3,1,10,18,1.125
Face Mask,0.95,21,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,7,4,0,1,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,2,6,0.047619047619047616,0.09523809523809523,0.2857142857142857,0.25,1,1.25,3,1,9,26,1.2380952380952381
Conditioner,0.95,19,0,0,2,0,1,0,1,1,0,0,0,3,1,0,1,0,8,4,1,1,3,1,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,1,4,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.25,1,1.25,3,1,14,31,1.631578947368421
Face Moisturizer,1.0,36,0,0,2,0,2,0,2,1,0,2,0,7,3,0,1,0,6,6,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,2,5,3,0.05555555555555555,0.1388888888888889,0.08333333333333333,1.0,2,2.6666666666666665,4,1,14,40,1.1111111111111112
Face Moisturizer,1.0,19,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,9,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,5,0.0,0.10526315789473684,0.2631578947368421,2.0,3,2.6666666666666665,5,4,6,21,1.105263157894737
Face Moisturizer,1.0,20,0,0,0,0,1,0,1,0,1,0,0,6,2,0,0,0,4,2,0,1,2,0,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,2,0.05,0.05,0.1,0.25,2,1.5,3,2,10,26,1.3
Face Moisturizer,0.95,27,0,0,0,0,3,0,2,0,1,4,0,7,3,0,0,0,1,2,1,1,2,0,0,0,5,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,0,2,0.07407407407407407,0.0,0.07407407407407407,0.6666666666666666,2,0.75,2,0,12,32,1.1851851851851851
Sunscreen,0.95,39,0,0,0,0,4,0,1,0,1,0,0,9,7,0,0,0,1,1,0,1,5,2,5,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,6,1,0.02564102564102564,0.15384615384615385,0.02564102564102564,1.0,3,1.2222222222222223,3,3,12,43,1.1025641025641026
Hair Treatment,0.95,25,0,0,1,0,3,0,1,1,0,2,0,5,3,0,0,0,5,4,2,0,2,0,0,0,2,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,2,4,0.04,0.08,0.16,1.0,2,2.6666666666666665,4,1,12,31,1.24
Sunscreen,0.95,67,0,0,0,0,10,0,1,1,2,0,0,11,6,0,1,0,2,5,1,1,12,0,7,0,8,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,2,10,1,0.029850746268656716,0.14925373134328357,0.014925373134328358,0.3076923076923077,3,0.7692307692307693,3,2,14,68,1.0149253731343284
Face Serum,1.0,40,0,0,1,0,6,0,1,1,1,0,0,6,4,0,0,0,2,1,2,2,5,3,7,0,6,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,8,1,0.05,0.2,0.025,0.4444444444444444,3,0.7777777777777778,3,2,15,48,1.2
Face Serum,0.95,32,0,0,1,0,6,0,4,0,1,0,0,2,1,0,4,0,1,5,0,2,5,9,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,4,12,0,0.125,0.375,0.0,0.25,1,0.75,2,0,13,43,1.34375
Face Serum,0.95,24,0,0,1,0,2,0,5,1,2,0,0,0,0,0,3,0,0,1,1,1,3,3,0,0,3,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,4,4,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0.0,0,0,12,26,1.0833333333333333
Face Serum,0.95,30,0,0,0,0,4,0,0,1,1,0,0,2,3,0,1,0,1,2,0,4,6,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,11,1,0.06666666666666667,0.36666666666666664,0.03333333333333333,0.0,0,0.0,0,0,12,30,1.0
Face Toner,0.95,32,0,0,0,0,4,0,0,1,1,0,0,2,3,0,1,0,1,2,0,5,6,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,13,1,0.0625,0.40625,0.03125,0.0,0,0.16666666666666666,1,0,12,31,0.96875
Face Toner,0.95,28,0,0,0,0,5,0,3,0,0,0,0,2,2,0,2,0,1,2,2,1,6,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,6,1,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.0,0,0.0,0,0,12,31,1.1071428571428572
Face Serum,0.95,38,0,0,0,0,5,0,1,0,0,0,0,10,2,0,1,0,16,2,0,1,4,2,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,10,9,0.02631578947368421,0.2631578947368421,0.23684210526315788,0.5714285714285714,3,1.8571428571428572,3,4,11,48,1.263157894736842
Shampoo,0.95,25,0,0,1,0,2,0,1,0,0,0,0,3,2,0,1,0,3,2,0,1,3,1,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,4,4,0.04,0.16,0.16,1.5,3,1.5,3,2,12,23,0.92
Face Mask,0.95,21,0,0,1,0,3,0,0,0,0,1,0,3,2,0,2,0,1,3,0,1,1,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2,7,0,0.09523809523809523,0.3333333333333333,0.0,0.4,2,0.8,2,0,13,25,1.1904761904761905
Face Moisturizer,0.95,39,0,0,0,0,5,0,1,0,0,0,0,10,3,0,1,0,16,3,0,1,4,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,11,9,0.02564102564102564,0.28205128205128205,0.23076923076923078,0.5714285714285714,3,1.8571428571428572,3,4,11,49,1.2564102564102564
Face Moisturizer,0.95,35,0,0,1,0,7,0,2,0,0,0,0,4,6,0,2,0,5,4,0,3,3,4,0,0,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,12,4,0.02857142857142857,0.34285714285714286,0.11428571428571428,0.6666666666666666,3,1.1666666666666667,3,2,12,45,1.2857142857142858
Face Serum,0.95,43,0,0,1,0,5,0,4,1,3,0,0,7,2,0,7,0,0,2,1,4,3,4,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,6,14,0,0.13953488372093023,0.32558139534883723,0.0,0.42857142857142855,3,1.0,3,3,14,47,1.0930232558139534
Face Serum,0.95,41,0,0,0,0,3,0,2,0,0,0,0,7,6,0,3,0,7,3,0,1,2,3,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,8,6,0.04878048780487805,0.1951219512195122,0.14634146341463414,0.75,3,1.5,3,3,11,41,1.0
Face Serum,1.0,50,0,0,0,0,6,0,1,0,0,0,0,7,0,0,1,0,4,3,0,3,4,4,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,2,16,1,0.04,0.32,0.02,0.0,0,0.16666666666666666,1,0,10,37,0.74
Face Moisturizer,1.0,37,0,0,0,0,6,0,1,0,1,0,0,13,5,0,1,0,2,4,0,3,3,5,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,10,2,0.02702702702702703,0.2702702702702703,0.05405405405405406,0.2,2,1.4,3,2,12,47,1.2702702702702702
Face Mask,0.95,28,0,0,0,0,6,0,0,0,0,0,0,8,4,0,1,0,6,2,0,4,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,9,5,0.0,0.32142857142857145,0.17857142857142858,0.25,1,1.0,3,1,9,39,1.3928571428571428
Face Moisturizer,0.8,44,0,0,0,0,5,0,1,1,1,0,0,11,8,0,1,0,3,2,0,4,6,3,0,0,5,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,13,1,0.045454545454545456,0.29545454545454547,0.022727272727272728,0.375,3,1.125,5,4,13,51,1.1590909090909092
Face Serum,0.95,36,0,0,1,0,6,0,8,0,1,0,0,2,1,0,5,0,1,5,0,2,5,8,0,0,3,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,4,12,0,0.1111111111111111,0.3333333333333333,0.0,0.25,1,0.75,2,0,13,48,1.3333333333333333
Face Serum,1.0,29,0,0,1,0,2,0,1,1,1,0,0,1,1,0,1,0,8,4,2,2,6,3,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,5,7,0.06896551724137931,0.1724137931034483,0.2413793103448276,0.0,0,0.2,1,0,15,37,1.2758620689655173
Body Moisturizer,0.95,49,0,0,1,0,5,0,6,1,0,0,0,21,5,0,4,0,2,4,1,5,4,2,0,0,4,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,22,0,0.061224489795918366,0.4489795918367347,0.0,0.36363636363636365,3,2.0,4,5,14,65,1.3265306122448979
Face Serum,0.95,74,0,0,2,0,10,0,2,2,1,1,0,7,4,0,1,0,2,1,4,6,5,3,0,0,9,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,23,0,0.04054054054054054,0.3108108108108108,0.0,0.0,0,0.6,2,0,16,60,0.8108108108108109
Face Serum,0.95,43,0,0,0,0,2,0,0,0,1,4,0,9,7,0,1,0,4,4,0,4,6,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,6,4,0.023255813953488372,0.13953488372093023,0.09302325581395349,0.4,3,0.7,2,1,11,45,1.0465116279069768
Face Serum,1.0,23,0,0,0,0,1,0,1,2,1,0,0,3,0,0,1,0,5,2,0,2,4,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,7,4,0.043478260869565216,0.30434782608695654,0.17391304347826086,0.0,0,0.3333333333333333,1,0,12,24,1.0434782608695652
Face Serum,1.0,15,0,0,0,0,3,0,1,1,0,0,0,1,1,0,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,5,0,0.06666666666666667,0.3333333333333333,0.0,0.0,0,0.0,0,0,10,16,1.0666666666666667
Face Serum,1.0,27,0,0,0,0,4,0,2,0,0,4,0,2,2,0,1,0,1,2,1,1,3,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,6,1,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.0,0,0.5,2,0,13,27,1.0
Face Serum,0.95,32,0,0,1,0,6,0,4,0,1,0,0,2,1,0,4,0,1,5,0,2,5,9,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,4,12,0,0.125,0.375,0.0,0.25,1,0.75,2,0,13,43,1.34375
Face Moisturizer,1.0,37,0,0,0,0,4,0,1,0,1,0,0,12,5,0,1,0,2,3,0,3,4,1,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,8,2,0.02702702702702703,0.21621621621621623,0.05405405405405406,0.2,2,1.4,3,2,12,41,1.1081081081081081
Face Serum,1.0,23,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,1,0,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,14,0,0.0,0.6086956521739131,0.0,0.0,0,0.25,1,0,8,19,0.8260869565217391
Acne Treatment,1.0,39,0,0,3,0,3,0,4,2,1,1,0,4,2,0,6,0,0,4,1,4,2,6,1,0,3,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,5,16,0,0.1282051282051282,0.41025641025641024,0.0,0.0,0,0.5,2,0,16,47,1.205128205128205
Body Moisturizer,0.95,95,0,0,1,0,6,0,7,2,1,1,0,13,6,0,5,0,3,2,2,20,5,3,0,0,9,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,36,2,0.031578947368421054,0.37894736842105264,0.021052631578947368,0.36363636363636365,3,1.1818181818181819,3,3,16,86,0.9052631578947369
Face Moisturizer,1.0,37,0,0,2,0,1,0,2,1,1,5,0,10,2,0,3,0,2,3,1,2,7,2,0,0,7,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,3,0,0.10810810810810811,0.08108108108108109,0.0,0.1111111111111111,1,0.5555555555555556,2,0,16,51,1.3783783783783783
Face Moisturizer,1.0,61,0,0,0,0,5,0,2,3,2,0,0,13,10,0,1,0,7,3,0,1,7,3,0,0,8,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,13,3,0.01639344262295082,0.21311475409836064,0.04918032786885246,0.5,3,0.875,3,3,13,65,1.0655737704918034
Shampoo,0.95,48,0,0,0,0,5,0,4,0,1,1,0,4,6,0,3,0,5,9,1,2,5,3,0,0,8,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,9,7,0.041666666666666664,0.1875,0.14583333333333334,0.875,3,0.875,3,2,14,57,1.1875
Face Mask,0.95,66,0,0,0,0,12,0,1,3,1,0,0,6,4,0,1,0,4,2,1,4,5,13,0,0,6,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,31,1,0.015151515151515152,0.4696969696969697,0.015151515151515152,0.375,3,0.625,3,2,14,63,0.9545454545454546
Shampoo,0.95,36,0,0,0,0,3,0,2,0,1,0,0,6,7,0,1,0,2,4,0,1,2,0,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,5,2,0.027777777777777776,0.1388888888888889,0.05555555555555555,1.4,4,2.4,5,4,11,35,0.9722222222222222
Face Mask,0.95,63,0,0,1,0,6,0,1,9,1,0,0,9,2,0,2,0,2,1,1,5,5,2,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,24,1,0.031746031746031744,0.38095238095238093,0.015873015873015872,0.16666666666666666,1,0.8333333333333334,2,0,15,51,0.8095238095238095
Face Moisturizer,0.95,20,0,0,0,0,2,0,0,0,0,0,0,3,2,0,1,0,0,2,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,4,0,0.0,0.2,0.0,0.5,1,1.5,2,0,9,16,0.8
Face Mask,0.95,60,0,0,1,0,9,0,1,0,0,1,0,13,5,0,2,0,4,6,0,4,3,3,0,0,7,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,4,16,2,0.06666666666666667,0.26666666666666666,0.03333333333333333,0.07692307692307693,1,0.5384615384615384,2,0,13,59,0.9833333333333333
Face Mask,0.95,39,0,0,0,0,6,0,1,0,0,0,0,7,4,0,2,0,5,1,0,2,2,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,17,3,0.05128205128205128,0.4358974358974359,0.07692307692307693,0.0,0,0.25,1,0,11,35,0.8974358974358975
Face Serum,1.0,30,0,0,1,0,4,0,1,1,0,2,0,1,0,0,1,0,2,1,1,2,2,4,1,0,5,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,9,2,0.03333333333333333,0.3,0.06666666666666667,0.6,3,0.6,3,2,15,29,0.9666666666666667
Face Serum,0.95,22,0,0,0,0,2,0,0,0,0,0,0,6,4,0,1,0,0,2,0,2,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,3,0,0.045454545454545456,0.13636363636363635,0.0,0.6666666666666666,3,0.8333333333333334,2,1,9,23,1.0454545454545454
Face Moisturizer,1.0,90,0,0,0,0,12,0,2,0,1,0,0,20,6,0,1,0,9,3,2,4,7,10,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,30,9,0.011111111111111112,0.3333333333333333,0.1,0.8181818181818182,3,1.4545454545454546,3,4,13,83,0.9222222222222223
Face Serum,0.95,33,0,0,0,0,9,0,1,1,2,0,0,2,1,0,4,0,0,5,5,3,4,6,0,0,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,4,15,0,0.12121212121212122,0.45454545454545453,0.0,0.75,3,1.5,3,3,13,45,1.3636363636363635
Exfoliant/Scrub,0.95,48,0,0,1,0,3,0,5,0,0,0,0,10,6,0,4,0,1,3,0,15,5,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,4,23,0,0.08333333333333333,0.4791666666666667,0.0,0.625,3,1.5,3,2,13,57,1.1875
Acne Treatment,1.0,27,0,0,1,0,2,0,1,0,0,0,0,1,2,0,2,0,10,1,0,0,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2,5,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.0,0,0.5,1,0,10,24,0.8888888888888888
Face Mask,0.95,88,0,0,1,0,16,0,1,0,0,2,0,18,5,0,2,0,6,6,1,6,3,7,0,0,7,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,6,26,2,0.06818181818181818,0.29545454545454547,0.022727272727272728,0.0625,1,0.4375,2,0,14,81,0.9204545454545454
Face Serum,1.0,49,0,0,1,0,7,0,1,1,0,2,0,2,1,0,1,0,11,4,1,2,3,4,0,0,5,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,9,11,0.02040816326530612,0.1836734693877551,0.22448979591836735,0.6,3,0.6,3,2,15,46,0.9387755102040817
